0,0,4431
1,0,714
2,0,31
3,0,31
4,0,1401
5,0,778
6,0,778
7,0,519
8,0,519
9,0,544
10,0,544
11,0,285
12,0,285
13,0,544
14,0,544
15,0,285
16,0,285
17,0,544
18,0,544
19,0,285
20,0,285
21,0,544
22,0,544
23,0,285
24,0,285
25,0,544
26,0,544
27,0,285
28,0,285
29,0,82
30,0,1393
31,0,3815
32,0,1785
33,0,565
34,0,565
35,0,1323
36,0,1319
37,0,335
38,0,335
39,0,1097
40,0,1089
41,0,335
42,0,335
43,0,1097
44,0,1089
45,0,335
46,0,335
47,0,1093
48,0,1089
49,0,335
50,0,335
51,0,1093
52,0,1089
53,0,335
54,0,335
55,0,1093
56,0,1089
57,0,1036
58,0,1036
59,0,1944
60,0,1014
61,0,857
62,0,432
63,0,740
64,0,315
65,0,740
66,0,315
67,0,740
68,0,315
69,0,740
70,0,315
71,0,740
72,0,315
73,0,1036
74,0,30
75,0,1036
76,0,311
77,0,31
78,0,1036
79,0,470
